,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq,perturbed3,p3tq
693,Creșterea ritmului înaintării germane a reflectat capacității de luptă a francezilor.,The increase in the pace of the German submission reflected the French struggle capacity.,The increase in computer pace of the German submission reflected the French struggle capacity.,0.63581705,0.5236976,"The increase in the pace of the German submission reflected the French struggle capacity. estimates,",0.5695518,The increase in the of the German submission reflected the French struggle capacity.,0.5103199
694,"Cum dezertarea era aspru pedepsită, se recurgeau la alte metode de ieșire din luptă, una dintre acestea fiind rănirea.","As desertification was severely punished, other ways out of the struggle were used, one of which was injury.","As desertification was severely punished, galvanised ways out of the struggle were used, one of which was injury.",0.5145917,0.44736314,"As desertification was severely punished, other ways out of the struggle were used, one of which was injury. Mitropolite",0.45669854,"As desertification severely punished, other ways out of the struggle were used, one of which was injury.",0.48282135
695,Au fost găsite mai multe barje care să fie folosite în acest scop.,Several barges have been found to be used for this purpose.,Several barges have been found to be used for this Caraman,0.9057075,0.6598575,Several barges have been found to be used for this purpose. flowers;,0.6644069,Several barges have been found to be used for this,0.8631766
696,"Roma își lǎrgește sfera de influență spre centrul Peninsulei Italice și cucerește orașul etrusc Veii, punând capǎt supremației etrusce.","They work closely together to work closely together and work together together to achieve the objectives of this work, and work closely together to achieve the objectives of this work.","They Nolan, closely together to work closely together and work together together to achieve the objectives of this work, and work closely together to achieve the objectives of this work.",0.109251216,0.10473925,"They work closely together to work closely together and work together together to achieve the objectives of this work, and work closely together to achieve the objectives of this work. walls",0.11335045,"They work closely together work closely together and work together together to achieve the objectives of this work, and work closely together to achieve the objectives of this work.",0.1153923
697,"Nu se seamănă holde în ,,ivit”, respectiv perioada fără lună pe cer, deoarece holda nu va lega rod ci va înflori de mai multe ori.","It does not resemble cholde in, it gets out, which is the pointless period, because cholda will not tie up rod but flourish several times.","It does not resemble cholde in, it gets out, which is the pointless period, because hour, will not tie up rod but flourish several times.",0.2601425,0.25631505,"It does not resemble cholde in, it gets out, which is the pointless period, because cholda will not tie up rod but flourish several times. Workers",0.24791183,"It not resemble cholde in, it gets out, which is the pointless period, because cholda will not tie up rod but flourish several times.",0.25806907
698,"Planul lui Halder a fost comparat deseori cu Planul Schlieffen, care ar fi trebuit să îi ducă pe germani la victorie în prima conflagrație mondială .","Halder's plan was often compared with the Schlieffen Plan, which should have led Germans to victory in the first conflagration of the world.","Halder's plan was often compared with the Schlieffen Plan, which should have led Germans to victory stables the first conflagration of the world.",0.87422687,0.7824438,"Halder's plan was often compared with the Schlieffen Plan, which should have led Germans to victory in the first conflagration of the world. universal,",0.7448232,"Halder's plan was often compared with the Schlieffen Plan, which have led Germans to victory in the first conflagration of the world.",0.8264487
699,"La 29 aprilie, casa și fabrica unui manufacturier de tapet, au fost incendiate pentru că se zvonea că avea să reducă salariile.","On 29 April, the house and the factory of a wallpaper manufacturing were burnt because it was rumoured to cut wages.","On 29 April, the 1,2 and the factory of a wallpaper manufacturing were burnt because it was rumoured to cut wages.",0.7227154,0.63749576,"On 29 April, the house and the factory of a wallpaper manufacturing were burnt because it was rumoured to cut wages. multiple",0.69038504,"29 April, the house and the factory of a wallpaper manufacturing were burnt because it was rumoured to cut wages.",0.68820465
700,"În semn de bucurie și recunoștință, papa a cerut că fiecare biserica creștină, că de acum înainte, să se tragă clopotele la prânz, zilnic.","As a sign of joy and gratitude, the papal asked that every Christian church, that from now on, clopotes be fired at midday.","As a sign of joy and gratitude, the Upper asked that every Christian church, that from now on, clopotes be fired at midday.",0.5165126,0.48336288,"As a sign of joy and gratitude, the papal asked that every Christian church, that from now on, clopotes be fired at midday. assembly",0.50992095,"As a sign of joy and gratitude, the papal asked that every Christian church, that from now on, clopotes be at midday.",0.4497212
701,Grădinile sătenilor erau roditoare și pline de tot soiul de legume și verdețuri folosite la mâncăruri.,The grains of the seams were roditant and full of all the varieties of vegetables and greenhouses used in food.,The grains of the seams were roditant and full of Turkish the varieties of vegetables and greenhouses used in food.,0.47692803,0.38919804,The grains of the seams were roditant and full of all the varieties of vegetables and greenhouses used in food. Vienna.,0.4324926,The grains of the seams were roditant and full of the varieties of vegetables and greenhouses used in food.,0.47108606
702,"Alți regizori importanți au fost Charlie Chaplin, , Carol Reed, , Christopher Nolan, și Ridley Scott.","Other important directors were Charlie Chaplin, Carol Reed, Christopher Nolan, and Ridley Scott.","Other important directors were Charlie Chaplin, on Reed, Christopher Nolan, and Ridley Scott.",0.9259791,0.74262756,"Other important directors were Charlie Chaplin, Carol Reed, Christopher Nolan, and Ridley Scott. supranational",0.69170886,"Other important directors were Charlie Chaplin, Reed, Christopher Nolan, and Ridley Scott.",0.8212996
703,"Familiile pot să se asocieze și să se unească unele cu altele, formând ceea ce se numește grup de legătură.",Families may associate and unite with each other forming what is called a liaison group.,Fpunishingmilies may associate and unite with each other forming what is called a liaison group.,0.8660815,0.4339832,"Families may associate and unite with each other forming what is called a liaison group. family,",0.76824945,Families may associate and unite with each other forming what is a liaison group.,0.85715574
704,"Învățământul începe fie la grădinițe, fie în școli elementare.",Education shall start either at nursery schools or at elementary schools.,Education shall start either at nursery schools or at elementary Sunday,0.86013424,0.6221964,"Education shall start either at nursery schools or at elementary schools. fears,",0.56254965,Education shall start either at nursery schools at elementary schools.,0.66682065
705,"Ca urmare, mulți nu au spus nimic, ceea ce a amplificat efectele marii traume suferite.""","As a result, many have said nothing, which has exacerbated the effects of great trauma suffered. '","cost a result, many have said nothing, which has exacerbated the effects of great trauma suffered. '",0.8594038,0.7531645,"As a result, many have said nothing, which has exacerbated the effects of great trauma suffered. ' Kingdom.",0.7025118,"As a result, many have said nothing, which has exacerbated the effects of great suffered. '",0.64171803
706,Totul pare să meargă bine până când Trix îl trezesc pe Valtor din ghețarul în care acesta era închis.,Everything seems to go well until Trix awards the Vother in the ice in which he was shut down.,Everything seems to go well until Trix awards the father. in the ice in which he was shut down.,0.41366073,0.41675493,Everything seems to go well until Trix awards the Vother in the ice in which he was shut down. constitutional,0.3766306,Everything seems to go well until Trix awards the in the ice in which he was shut down.,0.44126582
