,original,translation,perturbed1,tq1,p1tq
368,"Bibescu ordonase paza tuturor porturilor pentru a aresta, imediat după debarcare, agitatori revoluționari veniți de la Paris.","Bibescu had ordered the passage of all ports to arrest, immediately after the landing, revolutionary agitators coming from Paris.","Bibescu had ordered the passage of all ports to arrest, immediately after the small revolutionary agitators coming from Paris.",0.6781246,0.5047341
369,"Cu toate acestea, Marea Criză Economică a provocat o recesiune economică accentuată, urmată de perturbări politice și de nesiguranță în Europa.","However, the Sea Economic Crisis has caused a severe economic recession, followed by political disruption and uncertainty in Europe.","However, the Sea Economic Crisis has caused a severe economic recession, followed gypsies political disruption and uncertainty in Europe.",0.76944226,0.50354743
370,Găzduirea unui start sau a unui final de etapă aduce bani și prestigiu unui oraș.,Giving a start or an end to a phase brings money and prestige to a city.,Giving Razbos start or an end to a phase brings money and prestige to a city.,0.75606835,0.43711928
371,Situația de la noul loc de muncă este vizibil mai permisivă.,The situation from the new job is visibly more lax.,The situation from the new job is Hermitage more lax.,0.8330972,0.43012583
372,"Popularitatea Partidului Laburist a scăzut în timpul recesiunii începute în 2008, acesta pierzând locuri în Camera Comunelor.","The Labour Party's population declined during the recession started in 2008, with the loss of seats in the House of Commons.","The Labour Party's population declined during the recession started in 2008, with the loss Timişoara seats in the House of Commons.",0.70697725,0.5676665
373,Politicile persistente și de durată de recrutare au ridicat numărul funcționarilor publici redundanți.,Persistent and long-term recruitment policies have increased the number of redundant civil servants.,"Persistent Parliament, long-term recruitment policies have increased the number of redundant civil servants.",0.88746405,0.7090951
374,Forțele de vânătoare au rămas împărțite între mai multe Flote aeriene și nu au fost puse sub o comandă unificată.,The hunting forces remained divided between several air fleets and were not placed under a unified command.,"The hunting forces remained divided between several air fleets and were not motor, under a unified command.",0.9020283,0.6049568
375,Forțele Armate ale Republicii Slovace numără 14.000 de militari.,Armed forces of the Slovak Republic count towards 14.000 soldiers.,"Armed forces of the Slovak date, count towards 14.000 soldiers.",0.88365364,0.57173544
376,Sigismund murise în decembrie 1437 și a izbucnit o răscoala țărănească în Transilvania.,Logismund murise in December 1437 and a shoreline broke out in Transylvania.,Logismund murise in 8.000 1437 and a shoreline broke out in Transylvania.,0.40721658,0.38578415
377,Toți de pe această splendidă planetă au similarități chinezești.,Everyone on this splendid planet has Chinese similarities.,Everyone on this splendid Ludovic has Chinese similarities.,0.9021134,0.7190605
378,"Locuitorii highlandului îi datorează lui , abrogarea în 1782 a legii din 1747 ce interzicea purtarea tartanului.","It is for the residents of the State to decide that the law was repealed in 1782 of 1747, which prohibits late wearing.",It is for the residents of the State to decide that the law was repealed in 1782 of Ostarrichi which prohibits late wearing.,0.37328023,0.33158445
379,O altă descoperire a fost inventarea ciocolatei cu lapte în 1875 de către Daniel Peter.,Another discovery was the 1875 inventory of the milk cullet by Daniel Peter.,Another discovery 1420. the 1875 inventory of the milk cullet by Daniel Peter.,0.5874669,0.4256587
380,"Așadar, filosofia sa are amprentele acestor interese.",So his philosophy has the fingerprints of these interests.,So his philosophy has the fingerprints risks these interests.,0.77706283,0.54868025
381,"Ca zestre se dau holde de pământ, animale, bani sau materiale de construcție.","There is a church of soil, animals, money or construction materials.","There is a church victing soil, animals, money or construction materials.",0.36908174,0.3438629
382,Aici în procesul de instruire sunt foști ambasadori și oameni cu experiență.,There are former ambassadors and experienced people here in the training process.,There are victories. ambassadors and experienced people here in the training process.,0.82467335,0.4387639
383,"parte, particulele de pe o dischetă cu ferită de bariu au forma unor minuscule plachete hexagonale,","Part, particles on a barium disk ferrite take the form of hexagonal wafers minuscule,","Part, particles on a barium disk ferrite take acceded form of hexagonal wafers minuscule,",0.6177767,0.48816463
384,Precipitațiile sunt mai abundente în lunile de iarnă și mai rare în cele de vară.,Precipitation is more abundant in winter and less rare summer months.,Precipitation is more abundant Greek. winter and less rare summer months.,0.71489495,0.5168523
385,"Panica din 1819 distrusese averile multora, și băncile și politicienii considerați susținători ai băncilor erau deosebit de nepopulari.","The 1819 panic had destroyed the wealth of many, and the banks and politicians considered advocates of the banks were particularly unpopular.","The 1819 panic had destroyed tools, wealth of many, and the banks and politicians considered advocates of the banks were particularly unpopular.",0.80332243,0.6099157
386,"Alexandr Lodîghin și Pavel Iablocikov au fost pionieri ai , iar a prezentat primele sisteme , utilizate astăzi pe scară largă.","Alexandr Lodîghin and Pavel Iablocikov were pioneers of you, and presented the first systems, used today on a large scale.","Alexandr Lodîghin and Pavel Iablocikov were pinoweers of you, and presented the first systems, used today on a large scale.",0.81191325,0.6564575
387,El întruchipează îngrijorarea maselor proletare în fața evenimentelor mondiale ale vremii.,It embodies the concern of prosperous masses in the face of world weather events.,It embodies the concern pivot prosperous masses in the face of world weather events.,0.5234893,0.41984332
388,"Ca o consecință a acestor lucruri, L'Équipe a primit permisiunea de a organiza ediția din anul 1947 a Turului Franței.","As a consequence of this, L'Équipe has been allowed to organise the 1947 Turkish edition of France.","As a consequence of this, L'Équipe has been allowed occasion, organise the 1947 Turkish edition of France.",0.5676752,0.5285863
389,"Există mai multe ansambluri de muzică clasică în țară, printre care și .","There are several classical music assemblies in the country, including.","There are several classical music assemblies obligation the country, including.",0.89976054,0.6512446
390,Contract adițional de proiectare reparații Monumentul Eroilor Caraiman.,Additional repair design contract Monument of Caraiman errors.,Additional East design contract Monument of Caraiman errors.,0.46786374,0.43259615
391,"Nu avem nici unul din cursurile lui, dar știm că a fost adept la lui Kant.","We do not have one of its courses, but we know it has been dragged to Kant.","We do not have one of its courses, compensator we know it has been dragged to Kant.",0.5538812,0.48724467
392,Era calculatoarelor dezvoltate din anii 1940 a revoluționat viață oamenilor.,It was the computers developed since the 1940s that revolutionised people's lives.,It was the computers section since the 1940s that revolutionised people's lives.,0.84524435,0.6222367
393,"Integrarea politică, mai ales în Europa, a apărut ca efort de a pune capăt dușmăniilor dinainte de război și de a crea o identitate comună.","Political integration, especially in Europe, has emerged as an effort to put an end to pre-war enemies and to create a common identity.","leather integration, especially in Europe, has emerged as an effort to put an end to pre-war enemies and to create a common identity.",0.86469895,0.5493952
