,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq
342,"Alte „rase” sau grupuri erau și ele considerate inferioare, dar nu în același grad ca evreii.","subsequently, two common criteria are met: (1), (2), (3) and (4).","between two common criteria are met: (1), (2), (3) and (4).",0.116745144,0.11345689,"subsequently, two common criteria are met: (1), (2), (3) and (4). seriously",0.1144979
343,"În WWE, meciul este cunoscut sub denumirea de Three Stages of Hell.",In WWE the match is known as Three Stages of Hell.,In WWE the match mm known as Three Stages of Hell.,0.8681523,0.7795008,In WWE the match is known as Three Stages of Hell. news,0.75372756
344,După această dată au trecut în patrimoniul Muzeului Militar.,"After that date, he went to the heritage of the Military Museum.","After that date, he went to conspirators' heritage of the Military Museum.",0.47599643,0.32320786,"After that date, he went to the heritage of the Military Museum. aggressive.",0.40426207
345,"stangaminiaturaSoldați din regimentul cu un drapel [[Imperiul Japonezjaponez , , 1945.","The United States of America (""United States of America"") is a United States of America (""United States of America"").","The United sidewalls. of America (""United States of America"") is a United States of America (""United States of America"").",0.10703902,0.108501896,"The United States of America (""United States of America"") is a United States of America (""United States of America""). 1241",0.10689537
346,"Lungimea totală a liniilor de cale ferată des utilizate depășește , a doua după Statele Unite ale Americii.","The total length of the commonly used railway lines exceeds, the second after the United States.","The total length of the commonly used railway lines exceeds, the second after the million. States.",0.86562514,0.6923151,"The total length of the commonly used railway lines exceeds, the second after the United States. îrgul.""",0.64881486
347,10.000 de coreeni păzeau orașul împotriva 30.000 de japonezi.,10.000 Koreans took the city against 30.000 Japanese.,"university, Koreans took the city against 30.000 Japanese.",0.68547004,0.4562392,10.000 Koreans took the city against 30.000 Japanese. attackers,0.5844959
348,Franța pierduse poziția de putere hegemonică în Europa și a fost nevoită să plătească daunele de război.,France had lost its position of hegemonic power in Europe and had to pay for the war damage.,"France had lost its position of hegemonic power in Europe and had to pay for the gratitude, damage.",0.90573776,0.58744234,France had lost its position of hegemonic power in Europe and had to pay for the war damage. side.,0.7698965
349,Ea rămâne singura echipă slovacă care a câștigat un meci în faza grupelor Ligii Campionilor.,It remains the only Slovak team that won a match at the stage of the Championship League.,It remains the only Slovak team that won a Lourdes. at the stage of the Championship League.,0.8341587,0.66230637,It remains the only Slovak team that won a match at the stage of the Championship League. sales,0.78802925
350,Luptele aeriene care au avut loc în acestă zi au fost printre cele mai mari ale acelor vremuri.,The air struggles that have taken place in this day have been among the greatest of those times.,"The air struggles that have taken place in this day have Hamburg, among the greatest of those times.",0.7975853,0.54447573,The air struggles that have taken place in this day have been among the greatest of those times. altorelief,0.60940546
351,"Cea mai mare creștere a numărului evreilor a avut loc în secolul XIX, când ei au constituit 7% din întreaga populație poloneză.","The highest increase in Jews took place in the 19th century, when they made up 7% of the entire Polish population.","The highest increase in Jews took place in 1989 19th century, when they made up 7% of the entire Polish population.",0.91008985,0.7770289,"The highest increase in Jews took place in the 19th century, when they made up 7% of the entire Polish population. Sub-Sub",0.7396416
352,Combinația dintre imigranții evrei și termenii mandatului au condus la revolte ale arabilor în 1920 și 1921.,The combination of Jewish immigrants and the terms of the mandate led to riots of Arabs in 1920 and 1921.,The combination of Jewish immigrants and the terms of the mandate Babele to riots of Arabs in 1920 and 1921.,0.8985949,0.76585996,The combination of Jewish immigrants and the terms of the mandate led to riots of Arabs in 1920 and 1921. pistols,0.71491015
353,În fiecare an în municipiu se organizează peste 350 manifestații culturale.,More than 350 cultural events are organised each year in the municipality.,More than 350 cultural anticipating are organised each year in the municipality.,0.9064813,0.647654,More than 350 cultural events are organised each year in the municipality. active,0.7745097
354,"Bateriile de artilerie din Hoekse Waard au încercat la rândul lor să distrugă podul, dar nu au reușit decât să îl avarieze în mod nesemnificativ.","Artillery batteries in Hoekse Waard also tried to destroy the bridge, but only managed to damage it insignificantly.","Artillery batteries in Hoekse Waard also tried to destroy the bridge, but only managed to 1899 it insignificantly.",0.86840856,0.69448125,"Artillery batteries in Hoekse Waard also tried to destroy the bridge, but only managed to damage it insignificantly. pharmaceutical,",0.5717743
355,"Romanii au adoptat multe idei ale grecilor, dar au descoperit și tehnici noi.","The Roma have adopted many Greek ideas, but they have also found out new techniques.","The Roma have adopted many Greek ideas, punished, they have also found out new techniques.",0.7365301,0.4570205,"The Roma have adopted many Greek ideas, but they have also found out new techniques. terms.",0.6288908
356,"Până în 1833, în Oltenia au ființat tipografii locale aflate în prejma bisericilor mânăstirești din Bistrița și probabil la Râmnic și Govora.","Until 1833, in Oltenia they set up local printers on the pretext of proud churches in Bistrița and probably in Râmnic and Govora.","Until 1833, in Oltenia they honoured up local printers on the pretext of proud churches in Bistrița and probably in Râmnic and Govora.",0.5487868,0.41530144,"Until 1833, in Oltenia they set up local printers on the pretext of proud churches in Bistrița and probably in Râmnic and Govora. Bălți]",0.49678403
357,"În Europa, Germania și Italia au devenit mai agresive.","In Europe, Germany and Italy have become more aggressive.","In Europe, Germany and Italy have costly more aggressive.",0.92108935,0.54487616,"In Europe, Germany and Italy have become more aggressive. older",0.8282448
358,Nu le este permis acest lucru sub nici o formă fetelor.,They are not allowed to do so in any way.,They are not allowed to do Epidemic in any way.,0.75614876,0.4415818,They are not allowed to do so in any way. according,0.6117892
359,"În acel moment, colonelul Gubbins a preluat comanda brigăzii.",At that time Colonel Gubbins took command of the brigade.,"At that time Colonel Gubbins took command party, the brigade.",0.87191975,0.59520364,At that time Colonel Gubbins took command of the brigade. suppressed.,0.5472567
360,Un țăran pe nume Zhu Yuanzhang a răsturnat dinastia Yuan în 1368 și a fondat dinastia Ming.,One shore named Zhu Yuanzhang overturned the Yuan dinastia in 1368 and founded the Ming dinastia.,One shore named Zhu Yuanzhang overturned In Yuan dinastia in 1368 and founded the Ming dinastia.,0.46015126,0.41934723,One shore named Zhu Yuanzhang overturned the Yuan dinastia in 1368 and founded the Ming dinastia. All,0.44392303
