,original,translation
924,"Cu toate acestea, rămâne o inegalitate în cheltuielile pentru educație.","However, there remains an inequality in spending on education."
925,Ceea ce reprezintă în continuare impedimente pentru relansarea acestui aeroport.,This continues to hamper the relaunch of this airport.
926,Unele dintre primele operațiuni de recucerire a Burmei au avut loc în Arkan.,Some of the reclaimed operations of Burmei took place in Arkan.
927,"Până la 1891, Valea Mare aparținea de comuna Ulmu, iar Valea Rusului7","Until 1891, Valea Mare belonged to the commune of Ulmu, Valea Rusului7"
928,"Condimentele, mirodeniile, joacă un rol central în bucătăria chinezească.","Conditions, spices, play a central role in Chinese kitchenware."
929,"Așa cum au fost ele realizate cu o execuție fină, ele amintesc de perioada elenistică a cerceilor cu pandantive.","As carried out with fine execution, they recall the elenological period of the pandantive cervids."
930,Cele mai cunoscute documentare realizate de regizorii sloveni sunt filmele umanitare ale lui despre poporul Nuba.,His humanitarian films about the people of Nuba are the best known documentation produced by the Slovak King.
931,Un alt aeroport important este Aeroporto Internacional das Lajes de pe insula Terceira din Azore.,Another major airport is Aeroporto Internacional das Lajes on the island of Terceira in the Azores.
932,"Când natura invaziei germane a devenit evidentă pentru planificatorii militari britanici, aceștia au început pergătirile pentru un contraatac.","When the nature of the German invasion became apparent to British military planners, they began the search for a counter attack."
933,grosimea simbolurilor literei lumina cunoștinței adevărate a,the thickness of the symbols of the letter light consciousness of
934,Alternativa ar fi fost declanșarea unui război în zonă.,The alternative would have been to trigger a war in the area.
935,"Cultura persană fiind deosebit de bogată, ne dă date privind primul alfabet, cunoștințe despre matematică, astronomie primele legi juridice ș.a.","Persian culture being particularly rich, giving us data on the first alphabet, knowledge of mathematics, astronomy the first legal laws and a."
936,"decât se unesc sufletul și trupul în alcătuirea unui singur om,","only join the soul and the body in the composition of a single man,"
937,universitar la Universitatea Politehnica din Bucuresti.,University at Politehnica University in Bucuresti.
938,"Cu cotele de imigrație britanice și având în vedere situația disperată din Europa, evreii au recurs la imigrații ilegale.","With British immigration quotas, and given the desperate situation in Europe, Jews have resorted to illegal immigration."
939,"Așa au luat naștere tot felul de „legende”, „basme” și „brașoave”.","This is what we have taken into account, which is what we have taken into account as an institution."
940,"În schimb, lumea Londrei i se pare un contrast fascinant între bunăstare și sărăcie, între magnific și mizer.","Instead, the London world looks like a fascinating contrast between wealth and poverty, magnificent to misery."
941,"Totodată, domnul român a fost obligat să trimită turcilor un fiu ostatic drept garanție.","At the same time, the Romanian Mr was forced to send Turks a hostage as a guarantee."
942,"Winston Churchill dorea ca forțele regale să se implice mult mai activ în lupte, spre deosebire de premierul Neville Chamberlain.","Winston Churchill wanted the royal forces to become more actively involved in the struggle, unlike Prime Minister Neville Chamberlain."
943,"Cu armistițiul permanent intrat în vigoare, au fost stabilite noile granițe ale Israelului, mai târziu cunoscute ca „linia verde”.","This is because, once more, Israel's new borders have been established, which is later known as the Green Line."
944,"Calul din dextra se referă la ținutul istoric Iași, cu capitala la Iași, a cărui stemă a fost un cal trecând.",The dextrin refers to the historical Sub-Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub Sub-Annex I to Annex II.
945,"Victoria sovietică de la Kursk a marcat sfârșitul superiorității germane, oferind Uniunii Sovietice inițiativa pe Frontul de Est.","The Soviet victory in Kursk marked the end of German superiority, giving the Soviet Union the initiative on the Eastern Front."
946,sunt porecle date de dobridoreni dijmașilor care munceau pământurile moșnenilor și,"are the porecres given by the whistle-blowers who worked the land of the whistle, and"
947,"Chiar și cu dezvoltarea industriei, tot nu erau suficiente de locuri de muncă bune.","Even with the development of the industry, there were still insufficient good jobs."
948,Bălți este cel mai important nod feroviar din nordul republicii.,Travel is the most important railway node in the north of the Republic.
949,Intrarea SUA în război în decembrie 1941 nu a schimbat mult situația la început.,The US entry into war in December 1941 did not change the situation much at first.
950,"Cea mai bună soluție a fost, bineînțeles, nituirea.","The best solution was, of course, the riveting."
951,"Belgienii se temeau ca Planul Dyle să nu pună doar poziția lor strategică în pericol, ci întreaga aripă stângă a frontului aliat.","The Belgians were afraid of not only putting their strategic position at risk, but the whole left wing of the allied front."
952,"Se fabrică mobilă tapițată, lustruită și bogat împodobită.","Manufacturing upholstered, polished, and rich burdened furniture."
953,"La capătul străzii Biatorbágy, János Szőcs Portik a ridicat o cruce în 1887.","In the end of the Biatorbágy street, János Szőcs Portik raised a cross in 1887."
954,Deci este mult mai probabil ca locul execuției să fie undeva în fața Hotelului Central de lângă Muzeul Banatului.,So it is much more likely that the place of execution will be somewhere in front of the Central Hotel near the Bank's Muzle.
955,"Urăște morcovi, cum este dovedit în sezonul 5, când Brandon îi aduce sucul pe care Roxy îl pregătise pentru Kiko.","Drying carrots, as proven in season 5, when Brandon brings the juice that Roxy prepared for Kiko."
956,"Sculptura, un domeniu important al artei egiptene, este formată din basoreliefuri, altoreliefuri și realizarea statuilor de mari și mici dimensiuni.","The culpon, an important area of the Egyptian art, consists of baseps, altorelief and construction of large and small statues."
957,Cu prețul unei mici greutăți suplimentare se îmbunătățea drastic eficiența blindajului.,"At the cost of a small additional weight, the efficiency of the armour was drastically improved."
958,Prin porturile sale se realizează cea mai importantă parte a exportului de cherestea a României.,The most important part of Romania's timber export is carried out through its ports.
959,Frontiera actuală între cele două țări este o rămășiță a acelui rezultat.,The current border between the two countries is a breath of that result.
960,Tezaurul de Pietroasa nu a făcut parte din negocieri.,The Pietroasa gum was not part of the negotiations.
961,Aceștia au recuperat posesiunile din Transilvania.,They recovered possession from Transylvania.
962,"În timpul nopții poate fi temperatură de îngheț, dar de regulă nu scade sub .","At night there may be freezing temperature, but usually it does not fall below."
963,Se crede că a participat la eșecurile de la Trebia și Cannae.,It is believed to have participated in the failures of Trebia and Cannae.
964,"În ciuda acestor eforturi americane, Parguaiul a declarat război Germaniei doar pe 2 februarie 1945, când era clar că Aliații câștigaseră războiul.","Despite these American efforts, Paris declared war to Germany only on 2 February 1945, when it was clear that the Alliance had won the war."
965,"Fruntașii români au aflat despre tratativele dintre austrieci și unguri în privința Banatului, ca regiunea să fie trecută sub administrare maghiară.","The Romanian leaves learnt about the talks between Austria and Hungarians with regard to the Bank, the region being put under Hungarian administration."
